Field,Type,IOCCountry,AS_Owner,Continent,resolutions_last_resolved,resolutions_host,resolutions_ip_address,detected_url,detected_urls_positives,detected_urls_total,detected_urls_scan_date,detected_communicating_samples_sha256,detected_communicating_samples_positives,detected_communicating_samples_total,detected_communicating_samples_scan_date,asn,network,subdomains,categories,dns_records_type,dns_records_value,detected_referrer_samples_date,detected_referrer_samples_positives,detected_referrer_samples_total,detected_referrer_samples_sha256,detected_downloaded_samples_date,detected_downloaded_samples_positives,detected_downloaded_samples_total,detected_downloaded_samples_sha256,Engine,Engine_detected,Engine_result,hash_scan_version,hash_scan_result,hash_sha1,hash_sha256,hash_md5,hash_total,hash_positives,hash_scan_date
Hash,a9e077d94df09e92d75ec56c17df28f92e140bfddad45c483b4524f689226f1c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BitDefender,True,,7.2,Gen:Variant.Unruy.1,a5c03f6208b52ec5d59ae339473e61ac266fee00,a9e077d94df09e92d75ec56c17df28f92e140bfddad45c483b4524f689226f1c,a349a8ba295df0d37e458e97474ff308,70.0,62.0,2020-09-26 00:23:29
Hash,a9e077d94df09e92d75ec56c17df28f92e140bfddad45c483b4524f689226f1c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sangfor,True,,1.0,Malware,a5c03f6208b52ec5d59ae339473e61ac266fee00,a9e077d94df09e92d75ec56c17df28f92e140bfddad45c483b4524f689226f1c,a349a8ba295df0d37e458e97474ff308,70.0,62.0,2020-09-26 00:23:29
Hash,a9e077d94df09e92d75ec56c17df28f92e140bfddad45c483b4524f689226f1c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cylance,True,,2.3.1.101,Unsafe,a5c03f6208b52ec5d59ae339473e61ac266fee00,a9e077d94df09e92d75ec56c17df28f92e140bfddad45c483b4524f689226f1c,a349a8ba295df0d37e458e97474ff308,70.0,62.0,2020-09-26 00:23:29
Hash,a9e077d94df09e92d75ec56c17df28f92e140bfddad45c483b4524f689226f1c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ViRobot,True,,2014.3.20.0,Trojan.Win32.Clicker.39446,a5c03f6208b52ec5d59ae339473e61ac266fee00,a9e077d94df09e92d75ec56c17df28f92e140bfddad45c483b4524f689226f1c,a349a8ba295df0d37e458e97474ff308,70.0,62.0,2020-09-26 00:23:29
Hash,a9e077d94df09e92d75ec56c17df28f92e140bfddad45c483b4524f689226f1c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cybereason,True,,1.2.449,malicious.a295df,a5c03f6208b52ec5d59ae339473e61ac266fee00,a9e077d94df09e92d75ec56c17df28f92e140bfddad45c483b4524f689226f1c,a349a8ba295df0d37e458e97474ff308,70.0,62.0,2020-09-26 00:23:29
IP,78.192.181.26,FR,Free SAS,,,,,http://78.192.181.26/,5.0,80.0,2020-11-04 16:49:51,6acd3453c0b3234bd95a4cb931da77d4ef1a140cd410b0d6662d708524367e67,40.0,75.0,2020-03-20 19:54:05,12322.0,,,,,,,,,,,,,,,,,,,,,,,,
IP,78.192.181.26,FR,Free SAS,,,,,http://78.192.181.26/LNTNtCrrxob4M/jhIWv/Fw5dzKy/ud1P1sHc7dbqKRxO2d4/Oi4PcRh89LoH/LJjgosRPI6SoCvN15n,5.0,79.0,2020-06-28 19:29:13,fb7c900cd077052925c1184c1368b5222ff8276a1206860302b8c13ce3a56712,50.0,76.0,2020-06-16 00:51:58,12322.0,,,,,,,,,,,,,,,,,,,,,,,,
IP,78.192.181.26,FR,Free SAS,,,,,http://78.192.181.26/KlK5c41mFHa113/DrmeZENepUidIs/QOA9bYWwpZx/,5.0,79.0,2020-06-24 03:59:48,f83438a697829b9b0723f76655d0e3d9ea101bdc4aaaa322adbbe83bbe486727,39.0,75.0,2020-03-21 20:56:11,12322.0,,,,,,,,,,,,,,,,,,,,,,,,
IP,78.192.181.26,FR,Free SAS,,,,,,,,,bef780a75730a880ed1065b9e443231927defe9574815038a325fb499264113a,24.0,75.0,2020-03-18 19:08:09,12322.0,,,,,,,,,,,,,,,,,,,,,,,,
IP,78.192.181.26,FR,Free SAS,,,,,,,,,,,,,12322.0,,,,,,,,,,,,,,,,,,,,,,,,
IP,190.160.53.126,CL,VTR BANDA ANCHA S.A.,,2020-03-23 15:12:51,pc-126-53-160-190.cm.vtr.net,,https://190.160.53.126/,5.0,80.0,2020-11-06 07:53:41,252ad47b74f3d41bfeb2caea6b9b94cb0183fcb0abec44869c07ccc59ebb4a3c,30.0,73.0,2020-08-21 11:35:40,22047.0,,,,,,,,,,,,,,,,,,,,,,,,
IP,190.160.53.126,CL,VTR BANDA ANCHA S.A.,,,,,http://190.160.53.126/,9.0,80.0,2020-11-05 09:48:12,da4fcae76206b6d6d0f991a6ab39b0906e3902f3b653238ab89202cfec40fa84,24.0,74.0,2020-08-21 11:37:05,22047.0,,,,,,,,,,,,,,,,,,,,,,,,
IP,190.160.53.126,CL,VTR BANDA ANCHA S.A.,,,,,http://190.160.53.126/LEH7QAoAq2N0Vkth/DN2qWGOoozrohayRB/wQFu7PC/QNscO1igKyFS73Jt/SmNlzZn1MxXCATW1lnR,9.0,80.0,2020-11-05 07:54:21,60f9a1483bafedbb30432c294a090022d8c7460666334f61b42d00058bd04a96,29.0,73.0,2020-08-21 11:30:27,22047.0,,,,,,,,,,,,,,,,,,,,,,,,
IP,190.160.53.126,CL,VTR BANDA ANCHA S.A.,,,,,http://190.160.53.126/ASdhEZ9hFSDyH,5.0,80.0,2020-11-05 00:14:12,a318305f3f208057a5abbaa416c5c32f6b3665b9630faba9bedbc46d37f7e4e7,26.0,73.0,2020-08-21 11:35:10,22047.0,,,,,,,,,,,,,,,,,,,,,,,,
IP,190.160.53.126,CL,VTR BANDA ANCHA S.A.,,,,,http://190.160.53.126/fTvyorFHoGGnewdw,5.0,80.0,2020-11-05 00:02:57,237d363a93fa47e7777a1ca6c8419706b4c8109606e49b0ce51ec48fb3ce5994,53.0,76.0,2020-08-08 12:31:59,22047.0,,,,,,,,,,,,,,,,,,,,,,,,
IP,190.160.53.126,CL,VTR BANDA ANCHA S.A.,,,,,http://190.160.53.126/UNT2FH3a92VuQGK,5.0,80.0,2020-11-05 00:01:55,f6a2251d2cbf2859c5a7d62ee4c297e534bdf9becbbee4268b1def4478572cf9,50.0,76.0,2020-08-08 13:19:14,22047.0,,,,,,,,,,,,,,,,,,,,,,,,
IP,190.160.53.126,CL,VTR BANDA ANCHA S.A.,,,,,http://190.160.53.126/AEcJ5dK80cYR,7.0,80.0,2020-11-04 20:01:31,310337310e79ee4e40de044cdb0a2237c6c66d3f817b3ed1ee79b9df8a14b697,52.0,76.0,2020-08-08 07:33:45,22047.0,,,,,,,,,,,,,,,,,,,,,,,,
IP,190.160.53.126,CL,VTR BANDA ANCHA S.A.,,,,,http://190.160.53.126/2zrb/GKqd/b7E3y3FW1z85,6.0,80.0,2020-11-04 19:59:27,fae54e8de71b80e9b5ef851f1e5cb217912806d10f2b56fc6ea20b3c84d94278,52.0,76.0,2020-07-26 04:56:37,22047.0,,,,,,,,,,,,,,,,,,,,,,,,
IP,190.160.53.126,CL,VTR BANDA ANCHA S.A.,,,,,http://190.160.53.126/LEdUUkI4S/ItLOMRhrhZkugjBNvUG,11.0,80.0,2020-11-04 16:53:24,eef95c9204f3a6c97353fec77bee11869abce07c11366a02c4a62190677716f0,38.0,76.0,2020-07-30 16:40:44,22047.0,,,,,,,,,,,,,,,,,,,,,,,,
IP,190.160.53.126,CL,VTR BANDA ANCHA S.A.,,,,,http://190.160.53.126/6xidNdTfpo/QohdaYp/CCbgZdNpmAx/JM1DWl1xdIoiQH/m858,6.0,80.0,2020-11-03 23:50:17,2a2921ea2650450500e82e0b7a1587ddc74d569f551e2fe0e21802dd8556d52a,46.0,76.0,2020-08-04 04:14:42,22047.0,,,,,,,,,,,,,,,,,,,,,,,,
IP,190.160.53.126,CL,VTR BANDA ANCHA S.A.,,,,,https://190.160.53.126:80/,5.0,80.0,2020-11-03 15:45:39,b1b37615316844d94493a90f65826ca2e96e7206d0f2f18a2c1ea541c229e734,47.0,76.0,2020-08-04 05:08:53,22047.0,,,,,,,,,,,,,,,,,,,,,,,,
IP,190.160.53.126,CL,VTR BANDA ANCHA S.A.,,,,,http://190.160.53.126/2RDbjdHRyKmHfj1RO/CdYYKz/1QVrAIdCu1EEWJQL3SN,7.0,80.0,2020-11-03 02:21:41,f30f0ef0d6a950dd2b2ae6ebf0ab9207ee7e2b20b6c322fd28e36eacb239665c,12.0,75.0,2020-07-30 09:34:27,22047.0,,,,,,,,,,,,,,,,,,,,,,,,
IP,190.160.53.126,CL,VTR BANDA ANCHA S.A.,,,,,http://190.160.53.126/RJdR/74wfprFTyirg/z4ph9,8.0,80.0,2020-11-02 19:47:19,45c2bb68091028c0e38c4bb3c67e674dc18b783f1a6be8d8b060d4b0a51e69ed,32.0,76.0,2020-08-03 10:21:24,22047.0,,,,,,,,,,,,,,,,,,,,,,,,
IP,190.160.53.126,CL,VTR BANDA ANCHA S.A.,,,,,http://190.160.53.126/JSIRRZZP,8.0,80.0,2020-11-02 19:42:44,59e71db7375476029461f2f223d39c04251d5d62b9b8df5ec02f1dc0ab83dcee,32.0,76.0,2020-07-31 10:20:10,22047.0,,,,,,,,,,,,,,,,,,,,,,,,
IP,190.160.53.126,CL,VTR BANDA ANCHA S.A.,,,,,http://190.160.53.126/QGPcJOClI9VI7yD/XeML4uQFVSXl/yw5MMTsFsaMYyyF/FdlHL9,6.0,80.0,2020-11-02 16:55:47,e94f3bdfa3aea215e0cadadae25c8215798bb9a50cf9b002f286fddf8e99ec3a,34.0,75.0,2020-07-30 16:37:14,22047.0,,,,,,,,,,,,,,,,,,,,,,,,
IP,190.160.53.126,CL,VTR BANDA ANCHA S.A.,,,,,http://190.160.53.126/2RDbjdHRyKmHfj1RO/CdYYKz/1QVrAIdCu1EEWJQL3SN/VKKqzhKxNE/OHH9zBoLqudKLvySTs/kOwOOixjwKpHAbORTV,8.0,80.0,2020-11-02 15:41:27,e6ac5bb2aeca3b39931a2e2b1e8ca01fb38ea5e42f7246dd679ec2f433dbd72d,51.0,73.0,2020-08-30 19:10:55,22047.0,,,,,,,,,,,,,,,,,,,,,,,,
IP,190.160.53.126,CL,VTR BANDA ANCHA S.A.,,,,,http://190.160.53.126/ObJb/QmeVVCQbiYO6geAs,8.0,80.0,2020-11-02 12:27:05,7f889f6dbfb08f7b783ab6ada752934b63244d263fbcb71a02651297ceba3be5,27.0,76.0,2020-07-30 15:31:48,22047.0,,,,,,,,,,,,,,,,,,,,,,,,
IP,190.160.53.126,CL,VTR BANDA ANCHA S.A.,,,,,http://190.160.53.126/7Mnkn3p19Dg7WoN/ThIUz9/VVamYEtu3,7.0,80.0,2020-11-02 12:11:16,e2c5f1efd71170170d1825c82b3678ab67f6e2960175fc96cc4b0cb84d32826a,51.0,76.0,2020-08-07 06:37:20,22047.0,,,,,,,,,,,,,,,,,,,,,,,,
IP,190.160.53.126,CL,VTR BANDA ANCHA S.A.,,,,,http://190.160.53.126/05f3JcZ15qXysG/dVUcpV4iuli,7.0,80.0,2020-11-02 12:08:21,5e219dca94a5b444bfba94ac4b5df6dfa876cb61a8bfe29f01682004af982a80,48.0,72.0,2020-08-30 09:46:59,22047.0,,,,,,,,,,,,,,,,,,,,,,,,
IP,190.160.53.126,CL,VTR BANDA ANCHA S.A.,,,,,http://190.160.53.126/0Mt3ji9NxbUYNS/OPwpeD5rXoxMge/ndJh49T1xm70HMTFfVx,5.0,80.0,2020-11-02 11:46:00,dfc280ab17276c15519125074c49cae2c94814f46c04c4c316a2f55fb98f4e99,51.0,75.0,2020-09-20 11:07:32,22047.0,,,,,,,,,,,,,,,,,,,,,,,,
IP,190.160.53.126,CL,VTR BANDA ANCHA S.A.,,,,,http://190.160.53.126/yhg2nMsTrwAXilio/xd9Hs/JaMGbs6VbahQrjio,8.0,80.0,2020-11-02 03:50:33,a95dc98de17c4bf0f014436d65d18920bd4f359fa18a7cd9ec483c3034ddb25f,12.0,75.0,2020-07-30 14:12:34,22047.0,,,,,,,,,,,,,,,,,,,,,,,,
IP,190.160.53.126,CL,VTR BANDA ANCHA S.A.,,,,,http://190.160.53.126/sFGlXezi88X5wFYrWF,6.0,80.0,2020-11-02 03:33:23,344fe7a8af2b6c0cd2d5df4da13ebdb3422ea58abab3859f2dcae1a2a847bd00,49.0,75.0,2020-08-04 04:43:25,22047.0,,,,,,,,,,,,,,,,,,,,,,,,
IP,190.160.53.126,CL,VTR BANDA ANCHA S.A.,,,,,http://190.160.53.126/9pjI/qMbju5OCl16C/dAxXf/VyNRmG9b/Ko4f3XXvqau2l3,7.0,80.0,2020-11-02 03:29:16,b0129af1d329067b7778ad87e09e1c916b171c8d2625b82dff1616d21ad68032,50.0,73.0,2020-08-25 13:38:03,22047.0,,,,,,,,,,,,,,,,,,,,,,,,
IP,190.160.53.126,CL,VTR BANDA ANCHA S.A.,,,,,http://190.160.53.126/pb7XBsXoPq3wZtujX/c9onQql3IRZxuDIe7tN/zRhYU4svVpqBcyaC/AlzaX,8.0,80.0,2020-10-31 20:10:54,d833a3801486d32afd6890c500cb374be25f98b5328232a100bf22cb8f1cf31f,13.0,76.0,2020-07-31 04:40:21,22047.0,,,,,,,,,,,,,,,,,,,,,,,,
IP,190.160.53.126,CL,VTR BANDA ANCHA S.A.,,,,,http://190.160.53.126/pb7XBsXoPq3wZtujX/c9onQql3IRZxuDIe7tN/zRhYU4svVpqBcyaC,5.0,80.0,2020-10-31 19:27:42,8fd822bf1a6d2f301c408662ddf4ec0ca9fe9936697c5ca2010ecdf7bc91053d,51.0,73.0,2020-08-30 13:05:01,22047.0,,,,,,,,,,,,,,,,,,,,,,,,
IP,190.160.53.126,CL,VTR BANDA ANCHA S.A.,,,,,http://190.160.53.126/smIoVNfSSm4IVST3/TMyXm/xEExDPhkVw6Bh,8.0,80.0,2020-10-31 16:52:00,25d9ab092c1730e07d3271c2f47d8e34e9f9d30e7767839fa5e73a87d5143e76,12.0,76.0,2020-07-30 09:31:00,22047.0,,,,,,,,,,,,,,,,,,,,,,,,
IP,190.160.53.126,CL,VTR BANDA ANCHA S.A.,,,,,http://190.160.53.126/XXablYdtc2ewwwjF05u/39JfrORb/TauOfF/XneVohGXGhGe,7.0,80.0,2020-10-31 16:50:58,092095d2a51cbe9a4c3b7652b559e9c7f3f29e74277eb90d6a40a969235ffb62,46.0,75.0,2020-08-03 17:18:40,22047.0,,,,,,,,,,,,,,,,,,,,,,,,
IP,190.160.53.126,CL,VTR BANDA ANCHA S.A.,,,,,http://190.160.53.126/4HfhxW/l1z2vpLkJP/yGTFq0ny/hPosN/gX92NRhywAK,8.0,80.0,2020-10-31 12:36:20,c4c51945d312ecb0be92f64e9b5277e53555070121a74c46a91ddd633b078914,52.0,76.0,2020-08-13 13:37:55,22047.0,,,,,,,,,,,,,,,,,,,,,,,,
IP,190.160.53.126,CL,VTR BANDA ANCHA S.A.,,,,,http://190.160.53.126/n7drpFLI3ojuog6uLVm/vbBlE1PBkTP3BkV,6.0,80.0,2020-10-29 23:09:53,0d66ff4361a83b6e039c93ee06c464f9cc2e08a1bca67edb1fe20c01ec4c8b91,52.0,76.0,2020-07-22 04:23:09,22047.0,,,,,,,,,,,,,,,,,,,,,,,,
IP,190.160.53.126,CL,VTR BANDA ANCHA S.A.,,,,,http://190.160.53.126/fTvyorFHoGGnewdw/RXY8jh5Cpzb8N6z51og,8.0,80.0,2020-10-29 15:27:33,e4b9855eb61233adf12e95191b233aefe856a47765a5d60c46aa499b74bb0f8f,49.0,73.0,2020-08-25 13:37:40,22047.0,,,,,,,,,,,,,,,,,,,,,,,,
IP,190.160.53.126,CL,VTR BANDA ANCHA S.A.,,,,,http://190.160.53.126/YsOsOYYcTQ,8.0,80.0,2020-10-29 15:23:14,686dc2fa284913891676b462d56f28029cdfa5983426e735092a89ac87a1d2bf,53.0,76.0,2020-08-08 10:42:09,22047.0,,,,,,,,,,,,,,,,,,,,,,,,
IP,190.160.53.126,CL,VTR BANDA ANCHA S.A.,,,,,http://190.160.53.126/UNT2FH3a92VuQGK/c0DkO,8.0,80.0,2020-10-29 14:37:44,3df60580bc14cf6e0d43c63117b40e20f05606315ff709efcc0d02f4da6b3fcd,31.0,76.0,2020-08-03 10:21:19,22047.0,,,,,,,,,,,,,,,,,,,,,,,,
IP,190.160.53.126,CL,VTR BANDA ANCHA S.A.,,,,,http://190.160.53.126/JonE0NH,5.0,80.0,2020-10-29 00:39:43,0c83cee544a75825c16929c0150d315c5475809b1878d3134d9aee9b3f7958d0,45.0,75.0,2020-08-03 12:15:39,22047.0,,,,,,,,,,,,,,,,,,,,,,,,
IP,190.160.53.126,CL,VTR BANDA ANCHA S.A.,,,,,http://190.160.53.126/SrFhJkGSnXwar/rorAXOrZREWtNl/z9kXcd7GrZ/CznVow0SQ6z97f/,8.0,80.0,2020-10-20 02:18:39,fe2ed3fb7a75b667d6d5bdaa45d2a5a06b3594f39da259011130f56d70a1d4a1,39.0,76.0,2020-08-03 02:38:44,22047.0,,,,,,,,,,,,,,,,,,,,,,,,
IP,190.160.53.126,CL,VTR BANDA ANCHA S.A.,,,,,http://190.160.53.126/iV37Q13XmVIlYPtH/LpBTbtIcB09i1g6L/bz7JC51KE1eyIFM2l/dQazWCt3Itk,9.0,80.0,2020-10-19 03:18:44,e79800cf0dbc1f98b88e5dc4702b33ba38db076844c825c0c1dbc5327bd97402,48.0,76.0,2020-08-09 16:27:18,22047.0,,,,,,,,,,,,,,,,,,,,,,,,
IP,190.160.53.126,CL,VTR BANDA ANCHA S.A.,,,,,http://190.160.53.126/8IZThOuJeis3EdX/EKlf5SFt/8FaH0WPPWpFBOnWuF/yUII4gaTTdRpiFhuEm,10.0,80.0,2020-10-09 09:10:31,34487612878034dab58bfbdc1ae447b3209d100d60749df7d21e81f3c08d256a,48.0,74.0,2020-08-06 05:14:14,22047.0,,,,,,,,,,,,,,,,,,,,,,,,
IP,190.160.53.126,CL,VTR BANDA ANCHA S.A.,,,,,http://190.160.53.126/y1Pbc3wSTigeiNiJkJi/h1EakNt/qHrdjl2SBbJ8s1L,10.0,80.0,2020-09-28 03:22:11,3b237fa7fda02cfbaca9b26a9d3aa35135dd8c2d2b447b0315652c83233fe88f,49.0,76.0,2020-08-04 08:46:17,22047.0,,,,,,,,,,,,,,,,,,,,,,,,
IP,190.160.53.126,CL,VTR BANDA ANCHA S.A.,,,,,http://190.160.53.126/wcpPpduXvLo8Fn9/loAsyWo5,10.0,80.0,2020-09-28 03:11:31,53b82977a3b64f3d169b92fb8762714a17fe0f1cc1dc144c83def7c1908680e5,28.0,76.0,2020-07-31 10:30:10,22047.0,,,,,,,,,,,,,,,,,,,,,,,,
IP,190.160.53.126,CL,VTR BANDA ANCHA S.A.,,,,,http://190.160.53.126/4rO5o,9.0,80.0,2020-09-27 14:50:30,9f05445a68f4615220082507228be2601fa3b1a584c8c2ec06bc61f6626e5601,53.0,75.0,2020-08-06 08:14:13,22047.0,,,,,,,,,,,,,,,,,,,,,,,,
IP,190.160.53.126,CL,VTR BANDA ANCHA S.A.,,,,,http://190.160.53.126/owqL/EPgD2B9ppXW,9.0,80.0,2020-09-26 12:40:30,fb09c38be7c60b727a9ec7f9cd45f2e07fcb45c8a24d0beea06de45ebf225158,49.0,76.0,2020-08-04 07:09:07,22047.0,,,,,,,,,,,,,,,,,,,,,,,,
IP,190.160.53.126,CL,VTR BANDA ANCHA S.A.,,,,,http://190.160.53.126/0Mt3ji9NxbUYNS/OPwpeD5rXoxMge/ndJh49T1xm70HMTFfVx/UxIspWmvxyPxW,8.0,80.0,2020-09-26 12:21:31,ab3b078fa894e5badb49a7118e5cda191aee7fb1a8ac579d8555b1a163141e41,34.0,74.0,2020-07-30 15:58:52,22047.0,,,,,,,,,,,,,,,,,,,,,,,,
IP,190.160.53.126,CL,VTR BANDA ANCHA S.A.,,,,,http://190.160.53.126/2RDbjdHRyKmHfj1RO/CdYYKz/1QVrAIdCu1EEWJQL3SN/VKKqzhKxNE,9.0,80.0,2020-09-26 12:13:22,80bcc300c926f847c424180c47ec0d75d7857e949a1e257a95fa461fcd8d0f25,30.0,76.0,2020-08-01 10:25:57,22047.0,,,,,,,,,,,,,,,,,,,,,,,,
IP,190.160.53.126,CL,VTR BANDA ANCHA S.A.,,,,,http://190.160.53.126/Oin9HUx0HmNRM5WHwC/JLzI3v5wg/7Dm4Q,9.0,80.0,2020-09-26 03:42:57,6cc9a6bd0cc6df996ae84309a98f3e839265e92cffe6bfb6eb54ea95a68aa130,47.0,76.0,2020-08-06 04:06:34,22047.0,,,,,,,,,,,,,,,,,,,,,,,,
IP,190.160.53.126,CL,VTR BANDA ANCHA S.A.,,,,,http://190.160.53.126/U7vCZXHd4EE4A/xypjwIi/JvO4AqwmbMauwO,6.0,80.0,2020-09-26 03:23:30,0214fbf13319dc245e674afba03180ad6c0f96b2a0dbbeadc5bc31340cfc31e1,21.0,75.0,2020-07-18 08:23:39,22047.0,,,,,,,,,,,,,,,,,,,,,,,,
IP,190.160.53.126,CL,VTR BANDA ANCHA S.A.,,,,,http://190.160.53.126/2RDbjdHRyKmHfj1RO/CdYYKz/1QVrAIdCu1EEWJQL3SN/VKKqzhKxNE/OHH9zBoLqudKLvySTs,10.0,80.0,2020-09-25 23:50:12,3f0aa788fa62a1a610cc16fe1e4a1a36d979bdd7083716f90b48d5e4f6c68598,48.0,73.0,2020-08-24 19:37:35,22047.0,,,,,,,,,,,,,,,,,,,,,,,,
IP,190.160.53.126,CL,VTR BANDA ANCHA S.A.,,,,,http://190.160.53.126/7Mnkn3p19Dg7WoN/ThIUz9/VVamYEtu3/YnnBoUoIa7NdTN1U,8.0,80.0,2020-09-25 19:40:48,a125fd691d1c72d425d3915de54fa8bdf6f378166e9aea9b0e7aa3020a99aecd,48.0,73.0,2020-08-25 07:38:31,22047.0,,,,,,,,,,,,,,,,,,,,,,,,
IP,190.160.53.126,CL,VTR BANDA ANCHA S.A.,,,,,http://190.160.53.126/05f3JcZ15qXysG/dVUcpV4iuli/hzKsf91pBn4U5t2s9Sx,9.0,80.0,2020-09-25 19:30:41,1f2af71d1d40668a45ce1c107b642181a54a9642cbde4bf5332363570d5394bc,51.0,76.0,2020-08-08 07:58:24,22047.0,,,,,,,,,,,,,,,,,,,,,,,,
IP,190.160.53.126,CL,VTR BANDA ANCHA S.A.,,,,,http://190.160.53.126/g5ahw1lz3z8/AaCYHrirb2KzlI/uEeFLns2t/atTKWuD0wPVdQVkZhY,8.0,80.0,2020-09-25 16:02:03,bf850b6ce154f30ed1406138e2db1f5c17563772de9872b6eace1005544dcf2f,52.0,76.0,2020-08-13 04:50:00,22047.0,,,,,,,,,,,,,,,,,,,,,,,,
IP,190.160.53.126,CL,VTR BANDA ANCHA S.A.,,,,,http://190.160.53.126/aYYqrK,9.0,80.0,2020-09-25 09:10:24,b0db9bb9b1c0da8a2c2aea8844ce8fa170e6dcad1b6025c4ffd862d275a13efd,54.0,76.0,2020-07-23 06:40:31,22047.0,,,,,,,,,,,,,,,,,,,,,,,,
IP,190.160.53.126,CL,VTR BANDA ANCHA S.A.,,,,,http://190.160.53.126/QgzKdM,10.0,80.0,2020-09-25 03:00:58,8871cf23a9b56e67c9ef8d2ec1587ac6589c44a0808c4c0f9c35e2e899e243da,46.0,76.0,2020-08-04 12:06:50,22047.0,,,,,,,,,,,,,,,,,,,,,,,,
IP,190.160.53.126,CL,VTR BANDA ANCHA S.A.,,,,,http://190.160.53.126/vcGCQEBcIObeVYurfa,9.0,80.0,2020-09-25 02:10:20,6684b1f3f58cde8f3c4b9bc6deaf7d2692d7c423dbb82812f68f29127e9748c8,45.0,76.0,2020-08-06 21:14:30,22047.0,,,,,,,,,,,,,,,,,,,,,,,,
IP,190.160.53.126,CL,VTR BANDA ANCHA S.A.,,,,,http://190.160.53.126/y1Pbc3wSTigeiNiJkJi,7.0,80.0,2020-09-24 19:38:09,3f125d3af104d4f4f9784d711ae852ba55dd355ad44e31f6a8430979fdcd717c,49.0,76.0,2020-08-10 01:04:20,22047.0,,,,,,,,,,,,,,,,,,,,,,,,
IP,190.160.53.126,CL,VTR BANDA ANCHA S.A.,,,,,http://190.160.53.126/Iy2L/yGj29HDBne2cofhLf/vN93qRvMW0/Gy1a0TY2,10.0,80.0,2020-09-24 18:40:15,98f0e26ee2a137c96f1a85954ff270f76e59a5be0d089b87c868fcbd6e764cc6,41.0,75.0,2020-07-20 02:51:06,22047.0,,,,,,,,,,,,,,,,,,,,,,,,
IP,190.160.53.126,CL,VTR BANDA ANCHA S.A.,,,,,http://190.160.53.126/JIxUFg1CBykxFNL/BPf2CnJ9L/6VM98/baU7AjuABG3qSt87FEM/Eut7QgDjETDMdFRvq,10.0,80.0,2020-09-24 18:30:29,48c8770b30d3027465605309f57b12e31997c6202211d19cc7253913fb858125,50.0,75.0,2020-08-07 09:11:00,22047.0,,,,,,,,,,,,,,,,,,,,,,,,
IP,190.160.53.126,CL,VTR BANDA ANCHA S.A.,,,,,http://190.160.53.126/wcpPpduXvLo8Fn9,10.0,80.0,2020-09-24 18:30:18,e6a991b0d66d0fb249cd96810247381168e88d4b18e0bfd01b2207644e2ea40f,49.0,75.0,2020-08-15 12:16:05,22047.0,,,,,,,,,,,,,,,,,,,,,,,,
IP,190.160.53.126,CL,VTR BANDA ANCHA S.A.,,,,,http://190.160.53.126/87ExYEK4qZiJSj7LOL/QAonfzLR7T49OT,10.0,80.0,2020-09-24 13:40:22,39ec21f8238a6c41e19abab854a2bfcef759d4214453c7962ad24390a141cfad,26.0,76.0,2020-08-01 10:25:36,22047.0,,,,,,,,,,,,,,,,,,,,,,,,
IP,190.160.53.126,CL,VTR BANDA ANCHA S.A.,,,,,http://190.160.53.126/UclltcfYSC9m72h,9.0,80.0,2020-09-23 21:42:46,d1f71735f10202535625a5c3f4b302cac197a831c63043bfa2311b1916a3dfef,49.0,76.0,2020-08-13 14:29:54,22047.0,,,,,,,,,,,,,,,,,,,,,,,,
IP,190.160.53.126,CL,VTR BANDA ANCHA S.A.,,,,,http://190.160.53.126/C5G3sF4KBXq7u4G7/6GP0E77/dzuvsTaN9IST/3dtqUCvqrKn/5eRzXP6T8kT0D7,10.0,80.0,2020-09-23 20:12:58,dc7128e3f9f6c432681d46f23fc21d4e857e10c2993cea6386ed4a3318e1354b,43.0,76.0,2020-08-04 05:23:31,22047.0,,,,,,,,,,,,,,,,,,,,,,,,
IP,190.160.53.126,CL,VTR BANDA ANCHA S.A.,,,,,http://190.160.53.126/th4ZExIrV,10.0,80.0,2020-09-23 20:00:56,67e34d75083a41d38c58993336cfb425ea810e02e80be71edd860bcae4cd2e03,48.0,73.0,2020-08-27 19:38:15,22047.0,,,,,,,,,,,,,,,,,,,,,,,,
IP,190.160.53.126,CL,VTR BANDA ANCHA S.A.,,,,,http://190.160.53.126/n7drpFLI3ojuog6uLVm/vbBlE1PBkTP3BkV/WR6w1o3W6xVVo78M,6.0,80.0,2020-09-23 19:55:46,927e9b7ac5c955c02b7429ecf8ec9940a2fe3658702b11a832a20a497c4f6ae9,52.0,74.0,2020-09-20 11:07:33,22047.0,,,,,,,,,,,,,,,,,,,,,,,,
IP,190.160.53.126,CL,VTR BANDA ANCHA S.A.,,,,,http://190.160.53.126/BSwTasHSHinlTSfKNwS/5KA64Zaz3yHsg/ZdQL1,10.0,80.0,2020-09-23 18:40:19,62044fd62be03c652f74dae9340d7fa0a604fd30aca6f8123ac5ac67d4c663f9,49.0,76.0,2020-08-10 05:02:07,22047.0,,,,,,,,,,,,,,,,,,,,,,,,
